Source Crosswalk (Grades 4–6),,,,,,
Many-to-many audit trail. Each row records one relationship between a Forge competency and an external standard.,,,,,,
,,,,,,
Forge Standard ID,Subject,Framework,External Standard Code,Alignment Strength,Alignment Rationale,Source / Locator
FF.G4.ELA.15,English Language Arts,Tennessee Academic Standards,4.RL.RRTC.10,Direct,"Both frameworks establish range, complexity, and independent comprehension expectations.",TN ELA PDF p.42; CCSS ELA Grade 4 RL/RI
FF.G4.ELA.15,English Language Arts,Tennessee Academic Standards,4.RI.RRTC.10,Direct,"Both frameworks establish range, complexity, and independent comprehension expectations.",TN ELA PDF p.42; CCSS ELA Grade 4 RL/RI
FF.G4.ELA.15,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.RL.4.10,Direct,"Both frameworks establish range, complexity, and independent comprehension expectations.",TN ELA PDF p.42; CCSS ELA Grade 4 RL/RI
FF.G4.ELA.15,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.RI.4.10,Direct,"Both frameworks establish range, complexity, and independent comprehension expectations.",TN ELA PDF p.42; CCSS ELA Grade 4 RL/RI
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.15,English Language Arts,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,Tennessee Academic Standards,4.SL.CC.1,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,Tennessee Academic Standards,4.SL.CC.2,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,Tennessee Academic Standards,4.SL.CC.3,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.1,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.2,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.3,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.16,English Language Arts,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,Tennessee Academic Standards,4.SL.PKI.4,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,Tennessee Academic Standards,4.SL.PKI.5,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,Tennessee Academic Standards,4.SL.PKI.6,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.4,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.5,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.SL.4.6,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.17,English Language Arts,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,Tennessee Academic Standards,4.W.TTP.1,Direct,"Both standards specify claim, reasons, evidence, organization, and closure.",TN ELA PDF pp.55–57; CCSS ELA Grade 4 W
FF.G4.ELA.18,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.W.4.1,Direct,"Both standards specify claim, reasons, evidence, organization, and closure.",TN ELA PDF pp.55–57; CCSS ELA Grade 4 W
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.18,English Language Arts,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,Tennessee Academic Standards,4.W.TTP.2,Direct,"TN and CCSS align on informative organization, development, language, and closure.",TN ELA PDF pp.58–60; CCSS ELA Grade 4 W
FF.G4.ELA.19,English Language Arts,Common Core State Standards,CCSS.ELA-LITERACY.W.4.2,Direct,"TN and CCSS align on informative organization, development, language, and closure.",TN ELA PDF pp.58–60; CCSS ELA Grade 4 W
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.ELA.19,English Language Arts,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
